Pulgarcito 27 (31 agosto 1981)|pag02| pasatiempos (pulgarcito) 28948 y cuadro de revista|||
Pulgarcito 27 (31 agosto 1981)|pag02| pasatiempos (pulgarcito) 28948 y cuadro de revista|||
Pulgarcito 27 (31 agosto 1981)|pag03-16|" Pulgarcito ""Las carabelas de Colón"" 29024"|||
Pulgarcito 27 (31 agosto 1981)|pag03-16|" Pulgarcito ""Las carabelas de Colón"" 29024"|||
Pulgarcito 27 (31 agosto 1981)|pag100| Publicidad Pulgarcito|||
Pulgarcito 27 (31 agosto 1981)|pag100| Publicidad Pulgarcito|||
Pulgarcito 27 (31 agosto 1981)|pag17| pasatiempos (tete cohete) 27992|||
Pulgarcito 27 (31 agosto 1981)|pag17| pasatiempos (tete cohete) 27992|||
Pulgarcito 27 (31 agosto 1981)|pag18-27|" Tom y Jerry ""En la playa"" 107109"|||
Pulgarcito 27 (31 agosto 1981)|pag18-27|" Tom y Jerry ""En la playa"" 107109"|||
Pulgarcito 27 (31 agosto 1981)|pag28-39|" Los Pitufos ""El pitufísimo"" 29082"|||
Pulgarcito 27 (31 agosto 1981)|pag28-39|" Los Pitufos ""El pitufísimo"" 29082"|||
Pulgarcito 27 (31 agosto 1981)|pag40-41| Lanitas|||
Pulgarcito 27 (31 agosto 1981)|pag40-41| Lanitas|||
Pulgarcito 27 (31 agosto 1981)|pag42-48|" Pardo y Pardito ""Solo un poco de mimo"" 107094"|||
Pulgarcito 27 (31 agosto 1981)|pag42-48|" Pardo y Pardito ""Solo un poco de mimo"" 107094"|||
Pulgarcito 27 (31 agosto 1981)|pag49| Chiste (Nero) 28???|||
Pulgarcito 27 (31 agosto 1981)|pag49| Chiste (Nero) 28???|||
Pulgarcito 27 (31 agosto 1981)|pag50-57| Tete Cohete (sin titulo) 29020|||
Pulgarcito 27 (31 agosto 1981)|pag50-57| Tete Cohete (sin titulo) 29020|||
Pulgarcito 27 (31 agosto 1981)|pag58-60| Cristina (sin titulo) 29022|||
Pulgarcito 27 (31 agosto 1981)|pag58-60| Cristina (sin titulo) 29022|||
Pulgarcito 27 (31 agosto 1981)|pag61| pasatiempos (Lupo) 28634|||
Pulgarcito 27 (31 agosto 1981)|pag61| pasatiempos (Lupo) 28634|||
Pulgarcito 27 (31 agosto 1981)|pag62-65|" Profesor Tragacanto ""Septiembre Aciago"" 29027"|||
Pulgarcito 27 (31 agosto 1981)|pag62-65|" Profesor Tragacanto ""Septiembre Aciago"" 29027"|||
Pulgarcito 27 (31 agosto 1981)|pag66-74| Pablito (sin titulo) 106834|||
Pulgarcito 27 (31 agosto 1981)|pag66-74| Pablito (sin titulo) 106834|||
Pulgarcito 27 (31 agosto 1981)|pag75| Orejito|||
Pulgarcito 27 (31 agosto 1981)|pag75| Orejito|||
Pulgarcito 27 (31 agosto 1981)|pag76-79| Anibal (sin titulo)|||
Pulgarcito 27 (31 agosto 1981)|pag76-79| Anibal (sin titulo)|||
Pulgarcito 27 (31 agosto 1981)|pag80-84| Don Lupo (sin titulo) 106814|||
Pulgarcito 27 (31 agosto 1981)|pag80-84| Don Lupo (sin titulo) 106814|||
Pulgarcito 27 (31 agosto 1981)|pag85-88| Cinco Amiguetes 29017|||
Pulgarcito 27 (31 agosto 1981)|pag85-88| Cinco Amiguetes 29017|||
Pulgarcito 27 (31 agosto 1981)|pag89-98|" Tom y Jerry ""Martes y Trece"" 107108"|||
Pulgarcito 27 (31 agosto 1981)|pag89-98|" Tom y Jerry ""Martes y Trece"" 107108"|||
Pulgarcito 27 (31 agosto 1981)|pag99| pasatiempos (Fix y Foxi) 28565|||
Pulgarcito 27 (31 agosto 1981)|pag99| pasatiempos (Fix y Foxi) 28565|||
Pulgarcito 27 (31 agosto 1981)|Portada| Profesor Tragacanto|||
Pulgarcito 27 (31 agosto 1981)|Portada| Profesor Tragacanto|||
Pulgarcito 28 (07/09/1981)|Contraportada| Orejito Sin título Inundación 106640|||
Pulgarcito 28 (07/09/1981)|Contraportada| Orejito Sin título Inundación 106640|||
Pulgarcito 28 (07/09/1981)|Contraportada| Orejito Sin título Inundación 106640|||
Pulgarcito 28 (07/09/1981)|Pág 28-31| Aníbal sin título Fútbol mixto 29695|||
Pulgarcito 28 (07/09/1981)|Pág 28-31| Aníbal sin título Fútbol mixto 29695|||
Pulgarcito 28 (07/09/1981)|Pág 28-31| Aníbal sin título Fútbol mixto 29695|||
Pulgarcito 28 (07/09/1981)|Pág 3-17 Pulgarcito ¡Tierra! ¡Tierra! 29027||||
Pulgarcito 28 (07/09/1981)|Pág 3-17 Pulgarcito ¡Tierra! ¡Tierra! 29027||||
Pulgarcito 28 (07/09/1981)|Pág 3-17 Pulgarcito ¡Tierra! ¡Tierra! 29027||||
Pulgarcito 28 (07/09/1981)|Pág 32-43| Los Pitufos en «El Pitufísimo» Episodio 2 29096|||
Pulgarcito 28 (07/09/1981)|Pág 32-43| Los Pitufos en «El Pitufísimo» Episodio 2 29096|||
Pulgarcito 28 (07/09/1981)|Pág 32-43| Los Pitufos en «El Pitufísimo» Episodio 2 29096|||
Pulgarcito 28 (07/09/1981)|Pág18-27| Tom y Jerry en Con la Casa a Cuestas 107196|||
Pulgarcito 28 (07/09/1981)|Pág18-27| Tom y Jerry en Con la Casa a Cuestas 107196|||
Pulgarcito 28 (07/09/1981)|Pág18-27| Tom y Jerry en Con la Casa a Cuestas 107196|||
Pulgarcito 28 (07/09/1981)|Pág2| Pasatiempos Fix o Foxi y su padre y mancheta de la revista|||
Pulgarcito 28 (07/09/1981)|Pág2| Pasatiempos Fix o Foxi y su padre y mancheta de la revista|||
Pulgarcito 28 (07/09/1981)|Pág2| Pasatiempos Fix o Foxi y su padre y mancheta de la revista|||
Pulgarcito 28 (07/09/1981)|Pág44| Pasatiempos hermano Óscar y vaca 29943|||
Pulgarcito 28 (07/09/1981)|Pág44| Pasatiempos hermano Óscar y vaca 29943|||
Pulgarcito 28 (07/09/1981)|Pág44| Pasatiempos hermano Óscar y vaca 29943|||
Pulgarcito 28 (07/09/1981)|Pág45| Chiste Buxadé Padre lava platos|||
Pulgarcito 28 (07/09/1981)|Pág45| Chiste Buxadé Padre lava platos|||
Pulgarcito 28 (07/09/1981)|Pág45| Chiste Buxadé Padre lava platos|||
Pulgarcito 28 (07/09/1981)|Pág46-51| El Pirata Barbaloca Episodio 5 sin título El barco de Abdul 28467|||
Pulgarcito 28 (07/09/1981)|Pág46-51| El Pirata Barbaloca Episodio 5 sin título El barco de Abdul 28467|||
Pulgarcito 28 (07/09/1981)|Pág46-51| El Pirata Barbaloca Episodio 5 sin título El barco de Abdul 28467|||
Pulgarcito 28 (07/09/1981)|Pág52-59| Pardo y Pardito en La siesta 107097|||
Pulgarcito 28 (07/09/1981)|Pág52-59| Pardo y Pardito en La siesta 107097|||
Pulgarcito 28 (07/09/1981)|Pág52-59| Pardo y Pardito en La siesta 107097|||
Pulgarcito 28 (07/09/1981)|Pág60-63| Cristina sin título Riego 28693|||
Pulgarcito 28 (07/09/1981)|Pág60-63| Cristina sin título Riego 28693|||
Pulgarcito 28 (07/09/1981)|Pág60-63| Cristina sin título Riego 28693|||
Pulgarcito 28 (07/09/1981)|Pág63-69| El oso Barny con Blas y Teddy en Objetivo| ¡Helado! 107209||
Pulgarcito 28 (07/09/1981)|Pág63-69| El oso Barny con Blas y Teddy en Objetivo| ¡Helado! 107209||
Pulgarcito 28 (07/09/1981)|Pág63-69| El oso Barny con Blas y Teddy en Objetivo| ¡Helado! 107209||
Pulgarcito 28 (07/09/1981)|Pág70-72| El profesor Tragacanto sin título Vamos a la playa sin numerito|||
Pulgarcito 28 (07/09/1981)|Pág70-72| El profesorTragacanto sin título Vamos a la playa sin numerito|||
Pulgarcito 28 (07/09/1981)|Pág70-72| El profesorTragacanto sin título Vamos a la playa sin numerito|||
Pulgarcito 28 (07/09/1981)|Pág73| Nero sin título Caballo-stop|||
Pulgarcito 28 (07/09/1981)|Pág73| Nero sin título Caballo-stop|||
Pulgarcito 28 (07/09/1981)|Pág73| Nero sin título Caballo-stop|||
Pulgarcito 28 (07/09/1981)|Pág74-81| Pablito sin título Pitonisa 106832|||
Pulgarcito 28 (07/09/1981)|Pág74-81| Pablito sin títuloPitonisa 106832|||
Pulgarcito 28 (07/09/1981)|Pág74-81| Pablito sin títuloPitonisa 106832|||
Pulgarcito 28 (07/09/1981)|Pág82-83| Lanitas sin título avión y barco 29697|||
Pulgarcito 28 (07/09/1981)|Pág82-83| Lanitas sin título avión y barco 29697|||
Pulgarcito 28 (07/09/1981)|Pág82-83| Lanitas sin título avión y barco 29697|||
Pulgarcito 28 (07/09/1981)|Pág84-87| Cinco Amiguetes sin título Seguir al Rey 29693|||
Pulgarcito 28 (07/09/1981)|Pág84-87| Cinco Amiguetes sin título Seguir al Rey 29693|||
Pulgarcito 28 (07/09/1981)|Pág84-87| Cinco Amiguetes sin título Seguir al Rey 29693|||
Pulgarcito 28 (07/09/1981)|Pág88| Pasatiempos Lupo 28944|||
Pulgarcito 28 (07/09/1981)|Pág88| Pasatiempos Lupo 28944|||
Pulgarcito 28 (07/09/1981)|Pág88| Pasatiempos Lupo 28944|||
Pulgarcito 28 (07/09/1981)|Pág89-98| Tom y Jerry en ¡Sueño! 107194|||
Pulgarcito 28 (07/09/1981)|Pág89-98| Tom y Jerry en ¡Sueño! 107194|||
Pulgarcito 28 (07/09/1981)|Pág89-98| Tom y Jerry en ¡Sueño! 107194|||
Pulgarcito 28 (07/09/1981)|Pág99| Pasatiempos Tía Pepa 28566|||
Pulgarcito 28 (07/09/1981)|Pág99| Pasatiempos Tía Pepa 28566|||
Pulgarcito 28 (07/09/1981)|Pág99| Pasatiempos Tía Pepa 28566|||
Pulgarcito 28 (07/09/1981)|Portada| Pulgarcito y Medianoche sobre barquito de papel|||
Pulgarcito 28 (07/09/1981)|Portada| Pulgarcito y Medianoche sobre barquito de papel|||
Pulgarcito 28 (07/09/1981)|Portada| Pulgarcito y Medianoche sobre barquito de papel|||
Pulgarcito 29 (14/09/1981)|Contraportada| Orejito Sin título Felpudo 107083|||
Pulgarcito 29 (14/09/1981)|Contraportada| Orejito Sin título Felpudo 107083|||
Pulgarcito 29 (14/09/1981)|Contraportada| Orejito Sin título Felpudo 107083|||
Pulgarcito 29 (14/09/1981)|Pág 68-74| Pardo y Pardito en Buscando un estanque 106564|||
Pulgarcito 29 (14/09/1981)|Pág 68-74| Pardo y Pardito en Buscando un estanque 106564|||
Pulgarcito 29 (14/09/1981)|Pág 68-74| Pardo y Pardito en Buscando un estanque 106564|||
Pulgarcito 29 (14/09/1981)|Pág19| Pasatiempos padre de Pablito 29945|||
Pulgarcito 29 (14/09/1981)|Pág19| Pasatiempos padre de Pablito 29945|||
Pulgarcito 29 (14/09/1981)|Pág19| Pasatiempos padre de Pablito 29945|||
Pulgarcito 29 (14/09/1981)|Pág2| Pasatiempos Pulgarcito y mancheta de la revista|||
Pulgarcito 29 (14/09/1981)|Pág2| Pasatiempos Pulgarcito y mancheta de la revista|||
Pulgarcito 29 (14/09/1981)|Pág2| Pasatiempos Pulgarcito y mancheta de la revista|||
Pulgarcito 29 (14/09/1981)|Pág20-30| Tom Jerry y Tuffy en Las Botas de Siete Leguas 107102|||
Pulgarcito 29 (14/09/1981)|Pág20-30| Tom Jerry y Tuffy en Las Botas de Siete Leguas 107102|||
Pulgarcito 29 (14/09/1981)|Pág20-30| Tom Jerry y Tuffy en Las Botas de Siete Leguas 107102|||
Pulgarcito 29 (14/09/1981)|Pág31| Pasatiempos| Pulgarcito, Agapito, Óscar y Medianoches 28945||
Pulgarcito 29 (14/09/1981)|Pág31| Pasatiempos| Pulgarcito, Agapito, Óscar y Medianoches 28945||
Pulgarcito 29 (14/09/1981)|Pág31| Pasatiempos| Pulgarcito, Agapito, Óscar y Medianoches 28945||
Pulgarcito 29 (14/09/1981)|Pág3-18| Pulgarcito El Gato con Botas 29250|||
Pulgarcito 29 (14/09/1981)|Pág3-18| Pulgarcito El Gato con Botas 29250|||
Pulgarcito 29 (14/09/1981)|Pág3-18| Pulgarcito El Gato con Botas 29250|||
Pulgarcito 29 (14/09/1981)|Pág32-33| Aníbal sin título Grafiti 29161|||
Pulgarcito 29 (14/09/1981)|Pág32-33| Aníbal sin título Grafiti 29161|||
Pulgarcito 29 (14/09/1981)|Pág32-33| Aníbal sin título Grafiti 29161|||
Pulgarcito 29 (14/09/1981)|Pág34-45| LosPitufos en «El Pitufísimo» Episodio 3 29160|||
Pulgarcito 29 (14/09/1981)|Pág34-45| LosPitufos en «El Pitufísimo» Episodio 3 29160|||
Pulgarcito 29 (14/09/1981)|Pág34-45| LosPitufos en «El Pitufísimo» Episodio 3 29160|||
Pulgarcito 29 (14/09/1981)|Pág46-51| El Pirata Barbaloca Episodio 6 sin título Tesoro y globo 28548|||
Pulgarcito 29 (14/09/1981)|Pág46-51| El Pirata Barbaloca Episodio 6 sin título Tesoro y globo 28548|||
Pulgarcito 29 (14/09/1981)|Pág46-51| El Pirata Barbaloca Episodio 6 sin título Tesoro y globo 28548|||
Pulgarcito 29 (14/09/1981)|Pág52-57| El oso Barny con Blas y Teddy en Calor agobiante 107203|||
Pulgarcito 29 (14/09/1981)|Pág52-57| El oso Barny con Blas y Teddy en Calor agobiante 107203|||
Pulgarcito 29 (14/09/1981)|Pág52-57| El oso Barny con Blas y Teddy en Calor agobiante 107203|||
Pulgarcito 29 (14/09/1981)|Pág58| Chiste Buxadé Columpio|||
Pulgarcito 29 (14/09/1981)|Pág58| Chiste Buxadé Columpio|||
Pulgarcito 29 (14/09/1981)|Pág58| Chiste Buxadé Columpio|||
Pulgarcito 29 (14/09/1981)|Pág59. Pasatiempos Trini 29044||||
Pulgarcito 29 (14/09/1981)|Pág59. Pasatiempos Trini 29044||||
Pulgarcito 29 (14/09/1981)|Pág59. Pasatiempos Trini 29044||||
Pulgarcito 29 (14/09/1981)|Pág60-67| Tete Cohete sin título Deshollinador 29172|||
Pulgarcito 29 (14/09/1981)|Pág60-67| Tete Cohete sin título Deshollinador 29172|||
Pulgarcito 29 (14/09/1981)|Pág60-67| Tete Cohete sin título Deshollinador 29172|||
Pulgarcito 29 (14/09/1981)|Pág75| Pasatiempois Pitufo músico|||
Pulgarcito 29 (14/09/1981)|Pág75| Pasatiempois Pitufo músico|||
Pulgarcito 29 (14/09/1981)|Pág75| Pasatiempois Pitufo músico|||
Pulgarcito 29 (14/09/1981)|Pág76-82| Fix y Foxi en El talismán de la suerte 106833|||
Pulgarcito 29 (14/09/1981)|Pág76-82| Fix y Foxi en El talismán de la suerte 106833|||
Pulgarcito 29 (14/09/1981)|Pág76-82| Fix y Foxi en El talismán de la suerte 106833|||
Pulgarcito 29 (14/09/1981)|Pág83| Pasatiempos Lupo sin numerito|||
Pulgarcito 29 (14/09/1981)|Pág83| Pasatiempos Lupo sin numerito|||
Pulgarcito 29 (14/09/1981)|Pág83| Pasatiempos Lupo sin numerito|||
Pulgarcito 29 (14/09/1981)|Pág84-87| Cinco Amiguetes sin título Tato adelgaza 29162|||
Pulgarcito 29 (14/09/1981)|Pág84-87| Cinco Amiguetes sin título Tato adelgaza 29162|||
Pulgarcito 29 (14/09/1981)|Pág84-87| Cinco Amiguetes sin título Tato adelgaza 29162|||
Pulgarcito 29 (14/09/1981)|Pág88| Nero sin título Palo y Perro|||
Pulgarcito 29 (14/09/1981)|Pág88| Nero sin título Palo y Perro|||
Pulgarcito 29 (14/09/1981)|Pág88| Nero sin título Palo y Perro|||
Pulgarcito 29 (14/09/1981)|Pág89-98| Tom y Jerry en Por el Hilo se Saca el Ovillo 107195|||
Pulgarcito 29 (14/09/1981)|Pág89-98| Tom y Jerry en Por el Hilo se Saca el Ovillo 107195|||
Pulgarcito 29 (14/09/1981)|Pág89-98| Tom y Jerry en Por el Hilo se Saca el Ovillo 107195|||
Pulgarcito 29 (14/09/1981)|Pág99| Pasatiempos Juanjo y Pirata|||
Pulgarcito 29 (14/09/1981)|Pág99| Pasatiempos Juanjo y Pirata|||
Pulgarcito 29 (14/09/1981)|Pág99| Pasatiempos Juanjo y Pirata|||
Pulgarcito 29 (14/09/1981)|Portada| Medianoche Gato con Botas 29891|||
Pulgarcito 29 (14/09/1981)|Portada| Medianoche Gato con Botas 29891|||
Pulgarcito 29 (14/09/1981)|Portada| Medianoche Gato con Botas 29891|||
Pulgarcito 3 (16 mar 1981)|pag02| pasatiempos con Profesor Tragacanto y cuadro de la revista|||
Pulgarcito 3 (16 mar 1981)|pag02| pasatiempos con Profesor Tragacanto y cuadro de la revista|||
Pulgarcito 3 (16 mar 1981)|pag03-16| Pulgarcito La tormenta 2718?|||
Pulgarcito 3 (16 mar 1981)|pag03-16| Pulgarcito La tormenta 2718?|||
Pulgarcito 3 (16 mar 1981)|pag100| Contraportada Tom y Jerry anuncio de Pulgarcito|||
Pulgarcito 3 (16 mar 1981)|pag100| Contraportada Tom y Jerry anuncio de Pulgarcito|||
Pulgarcito 3 (16 mar 1981)|pag17| Pasatiempos con Lupo|||
Pulgarcito 3 (16 mar 1981)|pag17| Pasatiempos con Lupo|||
Pulgarcito 3 (16 mar 1981)|pag18-33| Tom y Jerry sin título (primera parte)|||
Pulgarcito 3 (16 mar 1981)|pag18-33| Tom y Jerry sin título (primera parte)|||
Pulgarcito 3 (16 mar 1981)|pag34-44| Bermudillo El genio del Hatillo, sin título Episodio 3º|||
Pulgarcito 3 (16 mar 1981)|pag34-44| Bermudillo El genio del Hatillo, sin título Episodio 3º|||
Pulgarcito 3 (16 mar 1981)|pag45| Pasatiempos con Pulgarcito, no es de Jan 27110|||
Pulgarcito 3 (16 mar 1981)|pag45| Pasatiempos con Pulgarcito, no es de Jan 27110|||
Pulgarcito 3 (16 mar 1981)|pag46-47| El profesor Tragacanto (historieta remontada) sin título|||
Pulgarcito 3 (16 mar 1981)|pag46-47| El profesor Tragacanto (historieta remontada) sin título|||
Pulgarcito 3 (16 mar 1981)|pag48-49; Lanitas Sin título||||
Pulgarcito 3 (16 mar 1981)|pag48-49; Lanitas Sin título||||
Pulgarcito 3 (16 mar 1981)|pag50| Nero sin título|||
Pulgarcito 3 (16 mar 1981)|pag50| Nero sin título|||
Pulgarcito 3 (16 mar 1981)|pag51-58| Tete Cohete sin título 2726?|||
Pulgarcito 3 (16 mar 1981)|pag51-58| Tete Cohete sin título 2726?|||
Pulgarcito 3 (16 mar 1981)|pag59| Pasatiempos con Medianoche 27108|||
Pulgarcito 3 (16 mar 1981)|pag59| Pasatiempos con Medianoche 27108|||
Pulgarcito 3 (16 mar 1981)|pag60-67| Los Pitufos sin título|||
Pulgarcito 3 (16 mar 1981)|pag60-67| Los Pitufos sin título|||
Pulgarcito 3 (16 mar 1981)|pag68-78| Pablito La carcoma glotona|||
Pulgarcito 3 (16 mar 1981)|pag68-78| Pablito La carcoma glotona|||
Pulgarcito 3 (16 mar 1981)|pag79-84| Hawitta Sin título 26611|||
Pulgarcito 3 (16 mar 1981)|pag79-84| Hawitta Sin título 26611|||
Pulgarcito 3 (16 mar 1981)|pag85-98| Tom y Jerry sin título (segunda parte) 106463|||
Pulgarcito 3 (16 mar 1981)|pag85-98| Tom y Jerry sin título (segunda parte) 106463|||
Pulgarcito 3 (16 mar 1981)|pag99| Pasatiempos Con Tete Cohete 27112|||
Pulgarcito 3 (16 mar 1981)|pag99| Pasatiempos Con Tete Cohete 27112|||
Pulgarcito 3 (16 mar 1981)|Portada| Pulgarcito con Tom y Jerry 27181|||
Pulgarcito 3 (16 mar 1981)|Portada| Pulgarcito con Tom y Jerry 27181|||
Pulgarcito 30 (21-9-1981)|AÑO I 50 pts.||||
Pulgarcito 30 (21-9-1981)|Pag100| Publicidad Pulgarcito (Tom, Jerry y Tuffy)|||
Pulgarcito 30 (21-9-1981)|Pag12-16|" La ardilla Rilla ""Socorrista en apuros"" 107193"|||
Pulgarcito 30 (21-9-1981)|Pag17| Publicidad Maquetas Pulgarcito|||
Pulgarcito 30 (21-9-1981)|Pag18-19|" Lanitas ""sin título"" Lanitas Midas 29243"|||
Pulgarcito 30 (21-9-1981)|Pag2| Pasatiempos (Tete Cohete) 29099 y cuadro de la revista|||
Pulgarcito 30 (21-9-1981)|Pag20-29|" Tom y Jerry ""¡Al circo!"" 107164"|||
Pulgarcito 30 (21-9-1981)|Pag30-31|" Anibal ""sin título"" Calígula travieso 29244"|||
Pulgarcito 30 (21-9-1981)|Pag3-11|" Pulgarcito ""Otra vez el cuentero"" 29202"|||
Pulgarcito 30 (21-9-1981)|Pag32-43|" Los Pitufos ""El Pitufísimo"" (4°episodio) 29242"|||
Pulgarcito 30 (21-9-1981)|Pag44-46|" El profesor Tragacanto ""sin título"" Repaso abecedario 29247"|||
Pulgarcito 30 (21-9-1981)|Pag47| Pasatiempos (Abuelo Tete Cohete) 29042|||
Pulgarcito 30 (21-9-1981)|Pag48-53| El pirata Barbaloca (7°episodio) 28624|||
Pulgarcito 30 (21-9-1981)|Pag54-62|" Pardo y Pardito ""El ladrón de pelotas"" 107207"|||
Pulgarcito 30 (21-9-1981)|Pag63|" Nero ""sin título"" Mecánico muñecas"|||
Pulgarcito 30 (21-9-1981)|Pag64-67|" Cinco Amiguetes ""sin título"" Resfriado 29245"|||
Pulgarcito 30 (21-9-1981)|Pag68-73|" Fix y Foxi ""sin título"" El mago Manipulini 106835"|||
Pulgarcito 30 (21-9-1981)|Pag74-84|" Orejito ""sin título"" escondite para el hueso 106679"|||
Pulgarcito 30 (21-9-1981)|Pag85| Pasatiempos (Tato) 29016|||
Pulgarcito 30 (21-9-1981)|Pag86-88|" Cristina ""sin título"" lavando vestidos 29246"|||
Pulgarcito 30 (21-9-1981)|Pag89-98|" Tom y Jerry ""¡Raptado!"" 107200"|||
Pulgarcito 30 (21-9-1981)|Pag99| Pasatiempos (Tia Pepa) 29104|||
Pulgarcito 30 (21-9-1981)|Portada| Pulgarcito y Medianoche|||
PULGARCITO 31  (28/09/1981)   |AÑO I 50 pts     ||||
PULGARCITO 31  (28/09/1981)   |Contraportada| Orejito  Sin Título1 107192    Western Publishing|||
PULGARCITO 31  (28/09/1981)   |Pág17| Anuncio  Maquetas Pulgarcito Octubre 1981 Joker     Joker Publicidad Y Promociones|||
PULGARCITO 31  (28/09/1981)   |Pág18-19| Lanitas  Sin Título1 Auto-Stop 29319    Dupa|||
PULGARCITO 31  (28/09/1981)   |Pág2| Pasatiempos  Loli Bujías 29?56  |||
PULGARCITO 31  (28/09/1981)   |Pág20-34| Tom Y Jerry  En El Punto Vulnerable 107208    Western Publishing|||
PULGARCITO 31  (28/09/1981)   |Pág3-16| Pulgarcito  El Mundo De Trok-Trok 29438    Jan|||
PULGARCITO 31  (28/09/1981)   |Pág35| Pasatiempos  Pulgarcito Y Medianoche 2918?    Cervantes|||
PULGARCITO 31  (28/09/1981)   |Pág36-39| Anibal  Sin Título1 El Cromo 37 De Superman 29322    Roja$ De La Cámara|||
PULGARCITO 31  (28/09/1981)   |Pág40-51|" Los Pitufos  En ""El Pitufísimo"" Episodio 5º 29318    Peyo; Delporte"|||
PULGARCITO 31  (28/09/1981)   |Pág52-57| El Pirata Barbaloca  Episodio 8 Sin Título Huida De La Prisión Inglesa 28779    Nabau|||
PULGARCITO 31  (28/09/1981)   |Pág58-66| El Oso Barny Y El Burro Benny  En Concurso Fotográfico 107208    Western Publishing|||
PULGARCITO 31  (28/09/1981)   |Pág67| Chiste Oeste Buxadé  Se busca     Buxadé|||
PULGARCITO 31  (28/09/1981)   |Pág68-75| Tete Cohete  Sin Título1 Pintar La Fachada 29377 Salen Mortadelo Y Filemón   Casanyes|||
PULGARCITO 31  (28/09/1981)   |Pág76-78| La Tía Pepa  En El Espantapájaros 106819    Rolf Kauka Pabel Verlag|||
PULGARCITO 31  (28/09/1981)   |Pág79 Pasatiempos  Manolo Cinco Amiguetes 29097    Cervantes||||
PULGARCITO 31  (28/09/1981)   |Pág80-83| Cinco Amiguetes  Sin Título1 La Muela Del Tío Sebas 29321    Jaume Rovira|||
PULGARCITO 31  (28/09/1981)   |Pág84-89| El Profesor Tragacanto  Sin Título1 Estornudo Potente  Sin Título2 Publicidad De Altura 29323  Martz-Schmidt|||
PULGARCITO 31  (28/09/1981)   |Pág90| Nero  Sin Título1 Salto De Trampolín 29320    Buxadé|||
PULGARCITO 31  (28/09/1981)   |Pág91-98| Pardo Y Pardito  En Persecución Implacable 106652    Western Publishing|||
PULGARCITO 31  (28/09/1981)   |Portada| Tom Y Jerry  Pasaje Para La Luna 28655  |||
PULGARCITO 31 (28/09/1981)|AÑO I 50 pts||||
PULGARCITO 31 (28/09/1981)|AÑO I 50 pts||||
PULGARCITO 31 (28/09/1981)|Contraportada| Orejito Sin Título1 107192 Western Publishing|||
PULGARCITO 31 (28/09/1981)|Contraportada| Orejito Sin Título1 107192 Western Publishing|||
PULGARCITO 31 (28/09/1981)|Pág17| Anuncio Maquetas Pulgarcito Octubre 1981 Joker Joker Publicidad Y Promociones|||
PULGARCITO 31 (28/09/1981)|Pág17| Anuncio Maquetas Pulgarcito Octubre 1981 Joker Joker Publicidad Y Promociones|||
PULGARCITO 31 (28/09/1981)|Pág18-19| Lanitas Sin Título1 Auto-Stop 29319 Dupa|||
PULGARCITO 31 (28/09/1981)|Pág18-19| Lanitas Sin Título1 Auto-Stop 29319 Dupa|||
PULGARCITO 31 (28/09/1981)|Pág2| Pasatiempos Loli Bujías 29?56|||
PULGARCITO 31 (28/09/1981)|Pág2| Pasatiempos Loli Bujías 29?56|||
PULGARCITO 31 (28/09/1981)|Pág20-34| Tom Y Jerry En El Punto Vulnerable 107208 Western Publishing|||
PULGARCITO 31 (28/09/1981)|Pág20-34| Tom Y Jerry En El Punto Vulnerable 107208 Western Publishing|||
PULGARCITO 31 (28/09/1981)|Pág3-16| Pulgarcito El Mundo De Trok-Trok 29438 Jan|||
PULGARCITO 31 (28/09/1981)|Pág3-16| Pulgarcito El Mundo De Trok-Trok 29438 Jan|||
PULGARCITO 31 (28/09/1981)|Pág35| Pasatiempos Pulgarcito Y Medianoche 2918? Cervantes|||
PULGARCITO 31 (28/09/1981)|Pág35| Pasatiempos Pulgarcito Y Medianoche 2918? Cervantes|||
PULGARCITO 31 (28/09/1981)|Pág36-39| Anibal Sin Título1 El Cromo 37 De Superman 29322 Roja$ De La Cámara|||
PULGARCITO 31 (28/09/1981)|Pág36-39| Anibal Sin Título1 El Cromo 37 De Superman 29322 Roja$ De La Cámara|||
PULGARCITO 31 (28/09/1981)|Pág40-51|" Los Pitufos En ""El Pitufísimo"" Episodio 5º 29318 Peyo; Delporte"|||
PULGARCITO 31 (28/09/1981)|Pág40-51|" Los Pitufos En ""El Pitufísimo"" Episodio 5º 29318 Peyo; Delporte"|||
PULGARCITO 31 (28/09/1981)|Pág52-57| El Pirata Barbaloca Episodio 8 Sin Título Huida De La Prisión Inglesa 28779 Nabau|||
PULGARCITO 31 (28/09/1981)|Pág52-57| El Pirata Barbaloca Episodio 8 Sin Título Huida De La Prisión Inglesa 28779 Nabau|||
PULGARCITO 31 (28/09/1981)|Pág58-66| El Oso Barny Y El Burro Benny En Concurso Fotográfico 107208 Western Publishing|||
PULGARCITO 31 (28/09/1981)|Pág58-66| El Oso Barny Y El Burro Benny En Concurso Fotográfico 107208 Western Publishing|||
PULGARCITO 31 (28/09/1981)|Pág67| Chiste Oeste Buxadé Se busca Buxadé|||
PULGARCITO 31 (28/09/1981)|Pág67| Chiste Oeste Buxadé Se busca Buxadé|||
PULGARCITO 31 (28/09/1981)|Pág68-75| Tete Cohete Sin Título1 Pintar La Fachada 29377 Salen Mortadelo Y Filemón Casanyes|||
